en,my
"It was probably the first thing I remember from being a little kid about, ah, especially about something that I'd done wrong.",ဒါကတော့ ငါမှတ်မိတဲ့ ကလေးဘဝတုန်းက အစောဆုံးအဖြစ်အပျက် ဖြစ်ကောင်းဖြစ်နိုင်တယ် ၊ အထူးသဖြင့် ငါမှားလုပ်ခဲ့မိတဲ့ အရာတစ်ခုအကြောင်းပေါ့။
"They just didn't like what it was like being black in those days, and that was, you know, I guess, that, that was probably, you know, in the early 1930s, uh, when they did that.",အဲဒီခေတ်တုန်းက လူမဲအဖြစ်နေရဖို့ကို သူတို့မကြိုက်ကြဘူး ဒါကြောင့်လဲ မင်းသိတဲ့အတိုင်းပဲ ၊ ငါထင်တာကတော့ သူတို ၁၉၃၀ စောစောပိုင်းလောက်မှာ အဲလိုလုပ်ခဲ့ကြတာ ဖြစ်ကောင်းဖြစ်နိုင်တယ်။
He is from Greece and he is from a small village in Greece called Tokalleka and he came to America and I believe it was 1969 or 1970 and he shortly got married.,သူကတော့ ဂရိ က လာတာဖြစ်ပြီး ဂရိ က Tokalleka ဆိုတဲ့ ရွာငယ်လေးကပါ ဒီနောက် သူအမေရိကားကို လာခဲ့တာ အဲဒါ ၁၉၆၉ သို့မဟုတ် ၁၉၇၀ ကလို့ ငါထင်တယ် ဒီနောက် မကြာခင်မှာပဲ သူအိပ်ထောင်ပြုခဲ့တယ်။
"So anyhow, I call Ramona back because I had a question about, I was like, All right, let me hurry up on with it, and I had a question about something I was doing.",ဒီတော့ ထားပါတော့ ငါ Ramona ကို ပြန်ခေါ်လိုက်တယ် ဘာလို့လဲဆိုတော့ ငါမေးချင်တာတစ်ခု ရှိလို့ ၊ ဟုတ်ပြီ အဲ့ဒါကို ခပ်မြန်မြန်လုပ်ရအောင် ၊ ငါလုပ်နေတဲ့ တစ်ခုခုနဲ့ပတ်သတ်ပြီး မေးချင်တာရှိလို့။
Nobody knew where they went.,သူတို့ ဘယ်ထွက်သွားလဲဆိုတာ ဘယ်သူမှ မသိကြဘူး။
And they couldn't stay in the Augusta area because people knew that they had tried to do something that was really taboo and try to pass for white.,တကယ်ကို တားမြစ်ပိတ်ပင်ထားတဲ့ တစ်ခုခုကို လုပ်ဖို့ ကြိုးစားပြီး လူဖြူဖြစ်ဖို့ ကြိုးစားခဲ့တာကို လူတွေ သိနေကြလို့ သူတို့ Augusta မှာနေလို့မရဘူး။
"Yeah, well, the guy's here.",ဟုတ်တယ်၊ အေး၊ ဒီလူရောက်နေပြီ။
We were watching something on TV.,ကျွန်တော်တို့ တီဗီမှာ တခုခု ကြည့်နေခဲ့သည်။
"So anyhow, I think I spoke to Ramona again.",ဒီတော့ ထားပါတော့ ငါ Ramona နဲ့ စကားထပ်ပြောဖြစ်တယ် ထင်တယ်။
Little things like that made a big difference in what I was trying to do.,ဒီလို အသေးအမွှားလေးတွေက ငါလုပ်နေတာတွေပေါ် အကြီးအကျယ် ပြောင်းလဲစေခဲ့တယ်။
"Well, there's nobody there to help me.",အိမ်း၊ အဲဒီမှာ ငါ့ကို ကူညီမယ့်သူ တစ်ယောက်မှ မရှိဘူး။
"He was the only casualty of the Cuban Crisis, and uh, Kaiser uh, he got the pictures and flew straight to Andrews Air Force in Washington.",သူကတော့ ကျူးဘားအရေးအခင်းက တစ်ယောက်ထဲသော ထိခိုက်မှုပါ၊ ပြီးတော့ Kaiser ကတော့ ဒီဓာတ်ပုံတွေကို ရသွားပြီး Washington က Andrew လေတပ်ကို တန်းပျံ သွားခဲ့တာပါ။
"Um, and she said, she said, she said, Baby, she said, You don't understand about life the way I understand about life.",သူပြောတယ်၊ သူပြောတယ်၊ သူပြောတယ်၊ ကလေးရယ် တဲ့၊  သူပြောတယ်၊ ဘဝအ‌‌‌ကြောင်းကို ငါနားလည်သလို မင်းနားမလည်ဘူး။
"Then I get it and I'm like great, What do I do with it?",ဒီတော့ ငါနားလည်သွားပြီး ပြောလိုက်တယ်၊ ကောင်းပြီ၊ ငါဒါနဲ့ဘာလုပ်ရမလဲ။
"The CIA unloaded the, the film, taken them to the United Nations the next day.",စီအိုင်အေက ဒီရုပ်ရှင်ကို ဖြုတ်ချပြီး နောက်တနေ့မှာ ကုလသမဂ္ဂဆီကို ယူသွားလိုက်တယ်။
"I already told him, I tried to explain to him that I was frustrated I didn't have all the information I needed.",သူ့ကိုငါပြောပြီးပြီ၊ ငါလိုအပ်တဲ့ အချက်အလက်တွေ အကုန်လုံးမရှိလို့ ငါစိတ်ရှုပ်ရတယ်ဆိုတာ ငါသူ့ကိုရှင်းပြခဲ့တယ်။
"Just give me a minute if you want to cut it off, I'd, uh, go.",မင်းဒါကိုရပ်လိုက်ချင်ပြီးဆိုရင် ငါ့ကို တစ်မိနစ်လောက် အချိန်ပေးပါ၊ ငါသွားပါ့မယ်။
"So I went to, I went to Washington D.C. and I didn't go directly to, uh, that, uh, they had told me to on my orders.",ဒီတော့ ငါ ဝါရှင်တန်ဒီစီ ကို သွားခဲ့တယ်၊ ပြီးတော့ ငါ့ရဲအမိန့်ထဲမှာ သူတို့‌ပြောထားတဲ့ ထို နေရာကို ငါတိုက်ရိုက် မသွားခဲ့ဘူး။
"That's why I didn't graduate college, but I never, I never read any of the books I was supposed to.",ဒါ‌ကြောင့်လဲ ငါ ‌ကောလိပ်ကျောင်းက ဘွဲ့မရတာ၊ ဒါပေမယ့် ငါ ဘယ်တော့၊ ဘယ်တော့မှ ဖတ်ရမယ့် စာအုပ်တွေကို မဖတ်ခဲ့ဘူး။
She was a light-skinned black person.,သူကတော့ အသားနဲနဲဖြူတဲ့ လူမဲတစ်ယောက်ပါ။
"So anyway, Dad goes and makes this nice big glass of chocolate milk for me.",ထားပါတော့၊ အဖေက သွားပြီး ငါအတွက် ချောကလက်နို့ ခွက်ကြီးကြီးတစ်ခွက် လုပ်လိုက်တယ်။
The DOT had to buy the property and stuff.,DOT က ပိုင်ဆိုင်မှုနှင့် ပစ္စည်းများကို ဝယ်ယူရမည်ဖြစ်သည်။
"Um, and so they just left town, and she, she never did see her sister again, never saw her sister again.",ဒီတော့ သူတို့ မြို့ကနေ ပြောင်းခဲ့ကြပြီး၊ သူ သူ့ရဲ့ ညီမကို ဘယ်တော့မှ ပြန်မတွေ့ခဲ့ဘူ။ သူ့ ညီမကို ဘယ်တော့မှ ပြန်မတွေ့ခဲ့ဘူး။
